text,intent,cluster_kmeans,cluster_dbscan,x,y,label_kmeans,label_dbscan
how can i get refunds?,get_refund,2,19,-7.52003,10.9284725,"help, money, refund","refunds, refund, request"
can uhelpme informing of a problem with payments,payment_issue,7,18,0.76393205,24.176567,"payment, online, payments","payment, online, payments"
i have to delete an product from order,change_order,1,26,8.937741,13.226358,"order, purchase, help","order, delete, help"
can you help me call fucking customer sujpport?,contact_customer_service,3,11,-4.97265,3.947268,"customer, talk, assistance","customer, assistance, talk"
where can i set the delivery address up?,set_up_shipping_address,5,4,2.8280976,-3.850225,"address, delivery, shipping","address, delivery, shipping"
show me under which circumstances can i ask to be reimbursed,check_refund_policy,2,59,-1.3778453,2.8167133,"help, money, refund","cases, ask, reimbursed"
help to remove some products from order,change_order,1,26,8.944843,13.237616,"order, purchase, help","order, delete, help"
i want assistance to inform of a probelm with a sign-up,registration_problems,15,8,14.847644,2.6136296,"sign, signup, inform","sign, signup, notify"
i need help to maake an order,place_order,1,2,6.2868524,13.913783,"order, purchase, help","order, purchase, help"
assistance to see if there are any news on the compensation,track_refund,2,53,-10.75785,12.520642,"help, money, refund","compensation, status, current"
help me removing a product from order,change_order,1,26,8.9442,13.235068,"order, purchase, help","order, delete, help"
where do i lodge a consumer reclamation?,complaint,12,24,-1.7639691,7.0801673,"claim, complaint, help","claim, complaint, help"
how to check purchase status?,track_order,1,41,6.3439302,17.169483,"order, purchase, help","purchase, status, check"
i'm trying to buy a few of ur item,place_order,1,10,5.319014,14.707195,"order, purchase, help","item, help, product"
opening new account,create_account,4,1,12.01792,3.597936,"account, need, help","account, standard, change"
i need assistance to delete a product from order,change_order,1,26,8.939665,13.234885,"order, purchase, help","order, delete, help"
i am trying to order several of your article,place_order,1,32,9.408267,14.331819,"order, purchase, help","article, articles, order"
i do not know how to check what shipment options uoffer,delivery_options,16,64,4.8634663,-7.4826574,"options, methods, delivery","options, shipment, check"
contact a live agent,contact_human_agent,3,63,-4.1752815,13.989372,"customer, talk, assistance","agent, live, speak"
where can i check how soon can i expect my product,delivery_period,0,49,-13.758283,0.90650785,"arrive, soon, expect","soon, expect, check"
can i speak with an assistant,contact_human_agent,3,62,-5.1912932,6.3156943,"customer, talk, assistance","assistant, operator, help"
"i need to talk to customer support, how do i do it?",contact_customer_service,3,11,-4.927926,3.6073532,"customer, talk, assistance","customer, assistance, talk"
want assistance changing to the pro account,switch_account,4,1,10.44645,4.9306226,"account, need, help","account, standard, change"
"i paid for an article, i want help to get a refund",get_refund,2,19,-7.6019993,10.957139,"help, money, refund","refunds, refund, request"
when can i expect a refund,get_refund,2,66,-8.32939,11.076867,"help, money, refund","long, refunds, help"
check cancellation fees,check_cancellation_fee,19,40,0.98953027,11.281217,"cancellation, need, charges","cancellation, charges, fees"
how to shop some items?,place_order,1,10,5.0739627,14.799836,"order, purchase, help","item, help, product"
i need to lodge a claim against your organization,complaint,12,24,-0.39012167,7.1508746,"claim, complaint, help","claim, complaint, help"
see in which cases can i request my money back,check_refund_policy,2,52,-6.4915504,12.544628,"help, money, refund","money, help, check"
i try to see in which situations can i ask for refunds,check_refund_policy,2,19,-7.296839,10.371409,"help, money, refund","refunds, refund, request"
assistance with creating a gold account,create_account,4,36,8.705257,6.3458924,"account, need, help","gold, account, change"
i do not know how i can notify of a payment issue,payment_issue,7,18,0.97622555,23.993042,"payment, online, payments","payment, online, payments"
i try to see purchase current status,track_order,1,41,6.2937384,17.20591,"order, purchase, help","purchase, status, check"
"i don't want my account, how could i close it?",delete_account,4,13,6.3073454,7.864498,"account, need, help","account, know, standard"
i don't know how to check when will my purchase arrive,delivery_period,0,3,-11.665599,1.03655,"arrive, soon, expect","arrive, check, help"
i have to submit my shipping address,set_up_shipping_address,5,4,3.1560538,-2.6675172,"address, delivery, shipping","address, delivery, shipping"
help me seeing what hours i can contact customer assistance,contact_customer_service,14,21,-14.22267,6.377336,"customer, hours, help","customer, hours, help"
how to file a customer reclamation?,complaint,12,24,-1.8846275,7.294588,"claim, complaint, help","claim, complaint, help"
i'd like to check my fucking invoices from help me,check_invoice,17,9,2.9145083,18.696323,"invoice, invoices, know","invoice, invoices, download"
help checking the status of the refund,track_refund,2,46,-8.172826,11.438762,"help, money, refund","refund, help, policy"
help me write a review,review,9,20,-5.5859103,-1.6742781,"feedback, leave, help","feedback, leave, help"
can uhelp me creating a account for my dad,create_account,4,30,9.103774,3.3946524,"account, need, help","account, dad, open"
i need help to see the cancellation charges,check_cancellation_fee,19,40,1.1337695,11.419643,"cancellation, need, charges","cancellation, charges, fees"
"i need to see if there are any news on the refund, help me",track_refund,2,46,-8.386966,11.582411,"help, money, refund","refund, help, policy"
i need help to make a customer claim against u organization,complaint,12,24,-0.5779478,7.1592393,"claim, complaint, help","claim, complaint, help"
how do i see how long it takes for the item to arrive?,delivery_period,0,3,-12.476806,0.67927176,"arrive, soon, expect","arrive, check, help"
i have to switch to the pro account,switch_account,4,1,10.404388,4.9017224,"account, need, help","account, standard, change"
i do not know how to cancel purchase,cancel_order,1,35,6.081787,10.879795,"order, purchase, help","purchase, cancel, order"
"i have not signed up yet, how to create a account?",create_account,4,1,12.226152,3.192153,"account, need, help","account, standard, change"
how do i demand a bloody compensation of my money?,get_refund,2,12,-9.9500065,12.787583,"help, money, refund","money, restitution, help"
can uhelp me restore the password of my user profile,recover_password,13,39,18.138802,10.647461,"user, key, account","user, key, account"
wanna know more about thesubscription to ur newsletter,newsletter_subscription,10,6,-2.1906703,-9.34126,"newsletter, help, corporate","newsletter, corporate, sign"
i want help to lodge a claim against your company,complaint,12,24,-0.5038524,7.0888333,"claim, complaint, help","claim, complaint, help"
i need help seeing the termination fees,check_cancellation_fee,8,15,23.344181,6.690182,"termination, early, check","termination, check, fee"
is it possible to lodge an complaint against ur business,complaint,12,24,0.015869247,5.921233,"claim, complaint, help","claim, complaint, help"
help to check how soon can i expect the item,delivery_period,0,49,-13.839627,0.94240135,"arrive, soon, expect","soon, expect, check"
help me entering my secondary delivery address,set_up_shipping_address,5,17,1.9852628,-1.3405433,"address, delivery, shipping","address, secondary, delivery"
help checking the withdrawal penalties,check_cancellation_fee,8,56,20.791042,1.174393,"termination, early, check","withdrawal, penalties, penalty"
help lodging a consumer reclamation against your business,complaint,12,24,-1.8377795,7.167851,"claim, complaint, help","claim, complaint, help"
is it possible to report an error with registrations,registration_problems,15,0,15.686319,6.569968,"sign, signup, inform","registration, inform, report"
i dont know what to do to obtain a reimbursement of money,get_refund,2,12,-8.968344,12.941827,"help, money, refund","money, restitution, help"
want help seeing how soon can i expetc my article,delivery_period,0,5,-15.605512,14.33045,"arrive, soon, expect","article, arrive, help"
need to change the details on my user profile help me,edit_account,4,1,11.668601,5.590466,"account, need, help","account, standard, change"
i want help filing a customer complaint,complaint,12,24,0.37890854,6.0437193,"claim, complaint, help","claim, complaint, help"
i don't know how i can check the termination penalty,check_cancellation_fee,8,57,24.305614,5.9357934,"termination, early, check","termination, penalty, check"
help me seeing in what situations can i ask for a refund,check_refund_policy,2,19,-7.21459,10.209849,"help, money, refund","refunds, refund, request"
i need assistance sending my feedback for a product,review,9,20,-5.4366198,-0.5483983,"feedback, leave, help","feedback, leave, help"
see at what time i can call customer support,contact_customer_service,14,21,-14.445802,7.0434933,"customer, hours, help","customer, hours, help"
where can i see my fucking bill from,check_invoice,6,37,-0.97918963,17.251177,"help, look, know","help, look, know"
i need informatoin about account terminations,delete_account,4,13,6.428969,6.8682137,"account, need, help","account, know, standard"
submitting service review,review,9,20,-5.860169,-1.5822208,"feedback, leave, help","feedback, leave, help"
want help tyo modify my shipping address,change_shipping_address,5,4,4.5866504,-2.8360643,"address, delivery, shipping","address, delivery, shipping"
how to purchase several items?,place_order,1,10,5.2819786,14.814569,"order, purchase, help","item, help, product"
i want to update the info included on my user account,edit_account,4,1,11.560883,5.4679713,"account, need, help","account, standard, change"
is it possible to see the eta of order,track_order,18,65,-8.128859,19.678516,"eta, purchase, order","eta, order, check"
what do i have to do to inform of an issue with sign-up?,registration_problems,15,8,14.813259,2.5703747,"sign, signup, inform","sign, signup, notify"
"i have to talk to an assistant, help me",contact_human_agent,3,62,-5.2168427,6.3005066,"customer, talk, assistance","assistant, operator, help"
help me modifying purchase,change_order,1,2,7.366223,14.624028,"order, purchase, help","order, purchase, help"
"i need to see in whichy cases can i ask for refunds, help me",check_refund_policy,2,19,-6.918322,10.183385,"help, money, refund","refunds, refund, request"
modifying ingormation on freemium account,edit_account,4,51,7.2379375,5.500061,"account, need, help","freemium, account, info"
i cant pay inform of a problem with payment,payment_issue,7,18,0.63611215,24.26479,"payment, online, payments","payment, online, payments"
can i see in which situations can i request to be refunded?,check_refund_policy,2,19,-7.1611605,10.183674,"help, money, refund","refunds, refund, request"
where to sign up to your newsletter?,newsletter_subscription,10,6,-1.9883809,-9.775,"newsletter, help, corporate","newsletter, corporate, sign"
i want assistance cancelling purchase,cancel_order,1,35,5.868774,10.644202,"order, purchase, help","purchase, cancel, order"
i expect an refund of dollars was it processed,track_refund,2,12,-9.221835,11.781276,"help, money, refund","money, restitution, help"
there is a problem submitting the fucking shipping address,set_up_shipping_address,5,4,3.169569,-2.7696323,"address, delivery, shipping","address, delivery, shipping"
mail me my bill #37777,get_invoice,6,37,-0.82641715,17.69536,"help, look, know","help, look, know"
can ya help me to leave a review about a service,review,9,20,-5.8763847,-1.6623704,"feedback, leave, help","feedback, leave, help"
i do not know what i have to do to switch to the pro account,switch_account,4,1,10.40296,4.900315,"account, need, help","account, standard, change"
is it possible to check how long the shipment takes?,delivery_period,0,3,-12.3542,0.6511172,"arrive, soon, expect","arrive, check, help"
can i check in what cases can i ask for a reimbursement?,check_refund_policy,2,59,-1.5099773,2.947711,"help, money, refund","cases, ask, reimbursed"
can uhelp me see the currnt status of order,track_order,1,61,8.46482,19.393118,"order, purchase, help","order, status, current"
"i can't find the cancellation penalties, can you help me?",check_cancellation_fee,19,43,1.4409274,11.659487,"cancellation, need, charges","cancellation, penalty, penalties"
i have got to create a platinum account,create_account,4,54,8.374684,4.0366797,"account, need, help","platinum, account, help"
"i have to see my compensation status, help me",track_refund,2,53,-10.834555,12.596387,"help, money, refund","compensation, status, current"
can you help me to subscribe to the company newsletter ?,newsletter_subscription,10,6,-2.5184891,-9.718723,"newsletter, help, corporate","newsletter, corporate, sign"
wanna see how soon can i expect my parcel how can i do it,delivery_period,0,3,-12.481157,1.5725169,"arrive, soon, expect","arrive, check, help"
how do i receibe a compensation of money,get_refund,2,12,-10.005372,12.74439,"help, money, refund","money, restitution, help"
i cant swap an item of order,change_order,1,2,7.3744946,14.007851,"order, purchase, help","order, purchase, help"
do uhave an e-mnail to send feedback about a service,review,9,20,-6.298476,-1.1758311,"feedback, leave, help","feedback, leave, help"
i need assistance to solve na issue with payment,payment_issue,7,18,0.30526325,24.3371,"payment, online, payments","payment, online, payments"
switch to standard account,switch_account,4,1,11.540068,4.278416,"account, need, help","account, standard, change"
update information on standard account,edit_account,4,1,11.345864,4.8604903,"account, need, help","account, standard, change"
can uhelp me to list the allowed payment mehtods,check_payment_methods,11,7,-5.535671,24.657707,"payment, methods, help","payment, methods, help"
"i have to see how soon can i expect the delivery, help me",delivery_period,0,3,-12.314021,0.1537018,"arrive, soon, expect","arrive, check, help"
can you help me filing a consumer reclamation?,complaint,12,24,-1.8620611,7.244767,"claim, complaint, help","claim, complaint, help"
notifying of problems creating user account,registration_problems,4,1,12.362598,2.917846,"account, need, help","account, standard, change"
i have paid ofr this product i need my money back,get_refund,2,19,-7.2038875,11.644281,"help, money, refund","refunds, refund, request"
using standard account,switch_account,4,1,11.62808,3.8559997,"account, need, help","account, standard, change"
i don't know what i need to do to download the bill #00108,get_invoice,6,37,0.47673824,16.549292,"help, look, know","help, look, know"
want assistance giving a quick look at the bill #85632,check_invoice,6,37,-1.0726491,18.109463,"help, look, know","help, look, know"
i want help seeing your accepted payment options,check_payment_methods,11,7,-6.239774,23.998938,"payment, methods, help","payment, methods, help"
i have issues trying to change the damn address,change_shipping_address,5,29,7.212896,-3.0256944,"address, delivery, shipping","address, trying, help"
i have got to retrieve the pin of my account,recover_password,21,55,17.393957,15.477437,"pin, user, code","pin, user, code"
i do not know how i can see the cancellation fees,check_cancellation_fee,19,40,0.9553298,11.251158,"cancellation, need, charges","cancellation, charges, fees"
i want help to check how long reimbursements take,check_refund_policy,2,48,-8.797307,12.346499,"help, money, refund","long, reimbursements, check"
add item to purchase,change_order,1,10,5.8188267,14.504484,"order, purchase, help","item, help, product"
"i am looking for shipping period, will you help me?",delivery_period,0,3,-12.913324,0.05365798,"arrive, soon, expect","arrive, check, help"
i have an issue trying to change my shipping address,change_shipping_address,5,4,4.3803716,-2.6719236,"address, delivery, shipping","address, delivery, shipping"
i expect an compensation of dollars,track_refund,2,12,-9.829614,12.233724,"help, money, refund","money, restitution, help"
want assistance seeing ur payment methods,check_payment_methods,11,7,-6.089044,25.453156,"payment, methods, help","payment, methods, help"
where can i get information about opening accounts?,create_account,4,1,12.003686,3.4562771,"account, need, help","account, standard, change"
how can i modify some of the details on my user account?,edit_account,4,1,11.648637,5.5050874,"account, need, help","account, standard, change"
i need help with canceling orer,cancel_order,1,35,6.0516295,10.805953,"order, purchase, help","purchase, cancel, order"
how can i get in touch with customer support?,contact_customer_service,3,11,-4.868727,3.732772,"customer, talk, assistance","customer, assistance, talk"
how to check the bill #00108?,check_invoice,6,37,-1.2561258,17.547832,"help, look, know","help, look, know"
i cant notifyof a registration issue,registration_problems,15,0,15.952499,6.8009787,"sign, signup, inform","registration, inform, report"
lodge consumer reclamation,complaint,12,24,-1.7669828,7.052237,"claim, complaint, help","claim, complaint, help"
i am trying to restore my user profile key,recover_password,13,39,18.629332,9.681369,"user, key, account","user, key, account"
"the address changed, could i update it?",change_shipping_address,5,29,7.126813,-3.1983967,"address, delivery, shipping","address, trying, help"
would it be possible to notfy of an error with payments,payment_issue,7,18,1.495112,24.17614,"payment, online, payments","payment, online, payments"
how do i unsubscribe fromur corporate newsletter,newsletter_subscription,10,44,-2.7950613,-8.046811,"newsletter, help, corporate","newsletter, unsubscribe, help"
how can i check how long it takes for the delivery to arrive,delivery_period,0,3,-12.428339,0.5359364,"arrive, soon, expect","arrive, check, help"
i want help earning several articles,place_order,1,32,9.693898,14.829299,"order, purchase, help","article, articles, order"
could you help me enter another shipping address?,set_up_shipping_address,5,4,3.558108,-2.2357574,"address, delivery, shipping","address, delivery, shipping"
how can i inform of problems with payments,payment_issue,7,18,0.71397334,24.146236,"payment, online, payments","payment, online, payments"
i'm waiting for a reimbursement of dollars,track_refund,2,12,-9.398598,12.192832,"help, money, refund","money, restitution, help"
"i cannot make a payment, i want help to report a problem",payment_issue,7,18,0.8407872,24.48392,"payment, online, payments","payment, online, payments"
i have to shop several articles,place_order,1,32,9.603559,14.7714815,"order, purchase, help","article, articles, order"
changing detais on account,edit_account,4,1,11.477717,5.0822916,"account, need, help","account, standard, change"
i need assistance tracking my reimbursement,track_refund,2,34,-9.576108,14.182028,"help, money, refund","reimbursement, policy, check"
"i am unhappy with your services, help filing a claim",complaint,12,24,-0.25546542,6.742611,"claim, complaint, help","claim, complaint, help"
what do i need to do to buy several of your article?,place_order,1,32,9.514675,14.645689,"order, purchase, help","article, articles, order"
help me lodge a complaint against ur business,complaint,12,24,0.040915832,5.9008017,"claim, complaint, help","claim, complaint, help"
i need help to see the accepted paayment options,check_payment_methods,11,7,-6.269175,23.967194,"payment, methods, help","payment, methods, help"
show me at what time i can contact customer support,contact_customer_service,14,21,-14.466999,7.0877566,"customer, hours, help","customer, hours, help"
i have to see what shipping options i have,delivery_options,16,28,4.8945856,-6.9770317,"options, methods, delivery","shipping, methods, options"
could i check in which cases can i ask for my money back?,check_refund_policy,2,52,-6.4894724,12.547691,"help, money, refund","money, help, check"
help to check what hours i can call customer service,contact_customer_service,14,21,-14.081361,6.564021,"customer, hours, help","customer, hours, help"
i am trying to find shipping periods,delivery_period,0,3,-12.910585,0.057977036,"arrive, soon, expect","arrive, check, help"
"i have got to see the refund current status, i need help",track_refund,2,46,-8.161543,11.465732,"help, money, refund","refund, help, policy"
want assistance submitting osme feedback for a service,review,9,20,-6.3187013,-1.1836193,"feedback, leave, help","feedback, leave, help"
help me inform of a sign-up problem,registration_problems,15,8,14.638951,2.6289747,"sign, signup, inform","sign, signup, notify"
when am i receiving my refund of money,get_refund,2,66,-8.274701,11.155671,"help, money, refund","long, refunds, help"
how do i know if there is anything new on my compensation?,track_refund,2,53,-10.815156,12.527051,"help, money, refund","compensation, status, current"
i need help creating a premium account for my daughter,create_account,4,16,8.95556,5.5862007,"account, need, help","account, premium, daughter"
can i check at what time customer service available is,contact_customer_service,14,21,-14.330554,6.935542,"customer, hours, help","customer, hours, help"
"you aren't helpful, assistance chatting with an operator",contact_human_agent,3,62,-4.6945715,6.5260067,"customer, talk, assistance","assistant, operator, help"
i am trying to speak to somebody,contact_human_agent,3,11,-5.326457,5.131604,"customer, talk, assistance","customer, assistance, talk"
help me editing my shkpping address,change_shipping_address,5,29,7.1423664,-3.0731676,"address, delivery, shipping","address, trying, help"
where do i buy something?,place_order,1,10,5.2117,14.539294,"order, purchase, help","item, help, product"
"i have to cancel my platinum account, how can i do it?",delete_account,4,14,7.745318,3.9248254,"account, need, help","account, platinum, need"
problems setting a new delivery address up,set_up_shipping_address,5,4,2.9547586,-3.6409192,"address, delivery, shipping","address, delivery, shipping"
"i have to see the early exit penalty, i need help",check_cancellation_fee,8,60,19.832127,3.725565,"termination, early, check","exit, early, charge"
can you show me what hours i can reach customer assistance?,contact_customer_service,14,21,-14.215021,6.3690248,"customer, hours, help","customer, hours, help"
"i have got to swap something of order , help em",change_order,1,2,7.368078,13.9559965,"order, purchase, help","order, purchase, help"
want help talking to customer service,contact_customer_service,3,11,-5.1769247,3.6337888,"customer, talk, assistance","customer, assistance, talk"
how could i inform of issues with payment?,payment_issue,7,18,0.6971734,24.16365,"payment, online, payments","payment, online, payments"
can you help me to see how soon can i expect the delivery?,delivery_period,0,3,-12.31509,0.15046567,"arrive, soon, expect","arrive, check, help"
editdata on gold account,edit_account,4,36,8.5829315,6.5893936,"account, need, help","gold, account, change"
i have t check the available payment options will uhelp me,check_payment_methods,11,7,-6.106403,24.141273,"payment, methods, help","payment, methods, help"
need to receive reimbursements of my money,get_refund,2,12,-9.046765,12.88539,"help, money, refund","money, restitution, help"
is it possible to change the delivery address?,change_shipping_address,5,4,3.8922951,-3.7079077,"address, delivery, shipping","address, delivery, shipping"
i want assistance downloading invoice #00108,get_invoice,17,9,2.228737,17.78729,"invoice, invoices, know","invoice, invoices, download"
i want help subscribing to the newsltter,newsletter_subscription,10,6,-2.1861384,-9.377993,"newsletter, help, corporate","newsletter, corporate, sign"
can uhelp me lodge a customer complaint agazinst ur company,complaint,12,24,0.085139304,5.7966685,"claim, complaint, help","claim, complaint, help"
can i open a standard account?,create_account,4,1,11.673999,3.6928725,"account, need, help","account, standard, change"
i have to close the account,delete_account,4,13,6.307168,7.874637,"account, need, help","account, know, standard"
i don't know what to do to change to the freemium account,switch_account,4,51,7.2712665,5.5654325,"account, need, help","freemium, account, info"
"i have to see in what cases can i request refunds, help me",check_refund_policy,2,19,-6.942013,10.251809,"help, money, refund","refunds, refund, request"
i try to set up a shipping address,set_up_shipping_address,5,4,3.9081864,-1.985041,"address, delivery, shipping","address, delivery, shipping"
i want assistance settnig up the delivery address,set_up_shipping_address,5,4,3.065983,-3.6634274,"address, delivery, shipping","address, delivery, shipping"
there are problems entering a damn delivery address,set_up_shipping_address,5,4,3.2635953,-3.3880427,"address, delivery, shipping","address, delivery, shipping"
want help to find my bill from,check_invoice,6,37,-0.9465784,17.275755,"help, look, know","help, look, know"
i'm caalling to check how soon can i expect the damn order,delivery_period,0,3,-12.241348,0.1733233,"arrive, soon, expect","arrive, check, help"
"i would like to edit my goddamn user, will you help me?",edit_account,4,1,11.808139,5.4630356,"account, need, help","account, standard, change"
i want help to check ur accepted payment methods,check_payment_methods,11,7,-6.3343124,25.324205,"payment, methods, help","payment, methods, help"
i cant correct purchase,change_order,1,2,7.2039065,14.7399645,"order, purchase, help","order, purchase, help"
i have a problem wiyh my standard account termination,delete_account,4,13,6.4110646,6.9640923,"account, need, help","account, know, standard"
i am looking for information about my pro account deletion,delete_account,4,13,6.1714725,7.1238003,"account, need, help","account, know, standard"
help me to speak to somebody,contact_human_agent,3,11,-5.376435,5.0847783,"customer, talk, assistance","customer, assistance, talk"
wanna sign up too the company newsletter i need help,newsletter_subscription,10,6,-2.40704,-10.003757,"newsletter, help, corporate","newsletter, corporate, sign"
how to switch to the account?,switch_account,4,1,12.031459,4.5029187,"account, need, help","account, standard, change"
help me seeing your accepted payment methods,check_payment_methods,11,7,-6.3148794,25.270277,"payment, methods, help","payment, methods, help"
help me check what hours i can contact customer support,contact_customer_service,14,21,-14.298059,6.495709,"customer, hours, help","customer, hours, help"
get ibll #37777,get_invoice,17,37,0.24316955,17.338541,"invoice, invoices, know","help, look, know"
need to see when will my parcel arrive,delivery_period,0,3,-12.387933,1.2502043,"arrive, soon, expect","arrive, check, help"
i don't know how i can check my restitution status,track_refund,2,12,-9.734721,11.195376,"help, money, refund","money, restitution, help"
need to notify of an error with sign-up,registration_problems,15,8,14.528984,1.7521263,"sign, signup, inform","sign, signup, notify"
i try to list your payment methods,check_payment_methods,11,7,-6.219978,25.596514,"payment, methods, help","payment, methods, help"
"i am waiting for a restitution of , was it processed",track_refund,2,12,-9.586714,11.365528,"help, money, refund","money, restitution, help"
"i would like to track my rebate, can you help me?",track_refund,2,68,-12.347908,10.392719,"help, money, refund","rebate, status, check"
is it possible to retrieve my user account password?,recover_password,13,39,18.112375,10.626196,"user, key, account","user, key, account"
i want help seeing the withdrawal penalties,check_cancellation_fee,8,56,20.793137,1.1593391,"termination, early, check","withdrawal, penalties, penalty"
i want to cancle purchase,cancel_order,1,10,5.4848804,14.717831,"order, purchase, help","item, help, product"
help to set up a delivery address,set_up_shipping_address,5,4,2.8180227,-3.8565385,"address, delivery, shipping","address, delivery, shipping"
help checking what hours i can contact customer assistance,contact_customer_service,14,21,-14.212602,6.405667,"customer, hours, help","customer, hours, help"
i need assistance filing a consumer claim against ur company,complaint,12,24,-0.68858665,7.03246,"claim, complaint, help","claim, complaint, help"
delete some items from order,change_order,1,26,8.9454,13.23596,"order, purchase, help","order, delete, help"
where do i switch to the pro account,switch_account,4,1,10.39855,4.89925,"account, need, help","account, standard, change"
where can i check the cancellation penalty,check_cancellation_fee,19,43,1.4480729,11.6647625,"cancellation, need, charges","cancellation, penalty, penalties"
how do i see the goddamn eta of order ?,track_order,18,65,-8.143624,19.654858,"eta, purchase, order","eta, order, check"
help me see in what situations can i request reimbursements,check_refund_policy,2,59,-1.4671801,2.9064054,"help, money, refund","cases, ask, reimbursed"
"i am unhappy with your work, how to make a customer claim?",complaint,12,24,-0.61670446,7.144701,"claim, complaint, help","claim, complaint, help"
i call to write an opinion for a service,review,9,20,-5.920093,-1.650847,"feedback, leave, help","feedback, leave, help"
want help to submit feedback for ur company,review,9,20,-4.9240837,-1.2653594,"feedback, leave, help","feedback, leave, help"
assiustance tracking purchase,track_order,1,2,6.519517,15.172504,"order, purchase, help","order, purchase, help"
i need help sending soke feedback about a product,review,9,20,-5.4627037,-0.5260791,"feedback, leave, help","feedback, leave, help"
assistance checking the current status of my restitution,track_refund,2,12,-9.715639,11.222161,"help, money, refund","money, restitution, help"
can you help me to list your accepted payment modalities?,check_payment_methods,11,7,-5.017636,24.87926,"payment, methods, help","payment, methods, help"
i'm waiting for a reimbursement of 160dollars,track_refund,2,12,-9.315231,12.354117,"help, money, refund","money, restitution, help"
where to make a consumer claim?,complaint,12,24,-0.8023599,6.9860673,"claim, complaint, help","claim, complaint, help"
i cannot check purchase status,track_order,1,41,6.35023,17.135927,"order, purchase, help","purchase, status, check"
help me see my bills from,check_invoice,6,37,-0.84214306,16.78985,"help, look, know","help, look, know"
i do not know how to retrieve my key,recover_password,13,39,18.701471,9.85943,"user, key, account","user, key, account"
what payment methods are accepted,check_payment_methods,11,7,-6.3414426,25.323393,"payment, methods, help","payment, methods, help"
i am trying to find the shipping perod,delivery_period,0,3,5.398341,-6.8005967,"arrive, soon, expect","arrive, check, help"
i can't track my reimbursement,track_refund,2,34,-9.56963,14.219174,"help, money, refund","reimbursement, policy, check"
can you help me informing of errors with payment?,payment_issue,7,18,1.3877733,24.23767,"payment, online, payments","payment, online, payments"
"i would like to correct the damn delivery address, help me",change_shipping_address,5,4,3.7318833,-3.5542235,"address, delivery, shipping","address, delivery, shipping"
i don't know what i have to do to sign up to your newsletter,newsletter_subscription,10,6,-1.9236751,-9.690656,"newsletter, help, corporate","newsletter, corporate, sign"
i want assistance checking my refund status,track_refund,2,46,-8.172594,11.43703,"help, money, refund","refund, help, policy"
i do not know how i could cancel the account,delete_account,4,13,6.599603,7.435365,"account, need, help","account, know, standard"
assistance seeing the current status of purchase,track_order,1,41,6.220208,17.261633,"order, purchase, help","purchase, status, check"
need to reset the pin of my profile,recover_password,21,55,17.506876,15.371571,"pin, user, code","pin, user, code"
can uhelpp me filing a reclamation against ur business,complaint,12,24,-1.940411,7.245436,"claim, complaint, help","claim, complaint, help"
can ya help me to switch an item oforder,change_order,1,2,7.2569046,13.975932,"order, purchase, help","order, purchase, help"
i don't know how i can change to the account,switch_account,4,1,12.192646,4.977426,"account, need, help","account, standard, change"
want help checking ohw soon can i expect my package,delivery_period,0,3,-11.856436,0.37597466,"arrive, soon, expect","arrive, check, help"
itry to swap several damn products of order,change_order,1,2,7.3241367,14.038825,"order, purchase, help","order, purchase, help"
i don't know what i have to do to see my compensation status,track_refund,2,53,-10.855251,12.58557,"help, money, refund","compensation, status, current"
reporting issues with payments,payment_issue,7,18,0.8975999,24.63194,"payment, online, payments","payment, online, payments"
i don't know how to purchase a few of your item,place_order,1,10,5.2826886,14.834674,"order, purchase, help","item, help, product"
i have got ti see in which cases can i ask for a refund,check_refund_policy,2,19,-6.9559283,10.063269,"help, money, refund","refunds, refund, request"
is there an e-mail to send a review for your products?,review,9,20,-5.3763475,-1.0202391,"feedback, leave, help","feedback, leave, help"
what do i hgave to do to shop some of ur item,place_order,1,10,5.0902863,14.792275,"order, purchase, help","item, help, product"
help to report signup problems,registration_problems,15,8,14.239534,2.4528017,"sign, signup, inform","sign, signup, notify"
i want information about the removal of my account,delete_account,4,13,5.862753,7.223818,"account, need, help","account, know, standard"
i want help to cancel purchase,cancel_order,1,35,6.0053964,10.839332,"order, purchase, help","purchase, cancel, order"
need help to notify of a problem with a registration,registration_problems,15,0,16.003565,6.8360147,"sign, signup, inform","registration, inform, report"
help solving a payment problem,payment_issue,7,18,0.3238039,24.336447,"payment, online, payments","payment, online, payments"
help checking in which situations can i ask for a refund,check_refund_policy,2,19,-7.170621,10.156511,"help, money, refund","refunds, refund, request"
want assistance opening a platinum account for my dad,create_account,4,30,9.071716,3.4169154,"account, need, help","account, dad, open"
ido not know how i can submit the new shipping address,set_up_shipping_address,5,4,3.188272,-2.6237419,"address, delivery, shipping","address, delivery, shipping"
i need assistance to file a claim against your business,complaint,12,24,-0.59181565,7.01222,"claim, complaint, help","claim, complaint, help"
help me solve a trouble with online payments,payment_issue,7,18,1.8356142,25.330374,"payment, online, payments","payment, online, payments"
help me seeing if there are any updates on my compensation,track_refund,2,53,-10.798403,12.526156,"help, money, refund","compensation, status, current"
want help to shop a few of ur article,place_order,1,32,9.604433,14.749556,"order, purchase, help","article, articles, order"
assistance seeing the refund current status,track_refund,2,46,-8.190387,11.461278,"help, money, refund","refund, help, policy"
i do not know how i can receive a bloody reimbursement,get_refund,2,12,-8.88957,12.969233,"help, money, refund","money, restitution, help"
